Id,Componenta1,Componenta2,Componenta3,Componenta4,Componenta5,Componenta6
23,-0.035589199697663235,-0.5056859886391291,1.1072432934173437,-0.39016602528694994,-0.18576027537395662,-0.2234237571317215
332,0.3530162839855237,-0.9838471404917273,-1.2055217461127792,0.2473405390494948,2.2112202609149674,-0.20316249877743947
280,0.07410459999003004,-0.06162967113074088,0.49253017461549914,-0.5455316548741939,-0.3925289808989922,-0.009678092169676354
58,0.3107039012605425,0.09638197393927297,0.12088792582620046,0.08679667286460115,-0.38815216975957506,-0.2529677642441817
183,3.378976719283791,-0.16786741145127934,0.6984562000157977,-0.06605785210510581,-0.42985002262855726,0.561881357482952
306,0.009943890159433021,0.18137033389376703,0.10067702846242459,0.8457388722810212,2.650235690074683,1.676257185292856
175,0.5049182858014611,0.02352079262921941,-0.3576096819808941,0.8135757504815649,0.1249211036082569,0.6430886349124986
5,-7.157469869214059,-2.376095032413503,-2.9493795753180567,0.4964857903673278,1.0515478506743068,-0.7576087090741584
62,0.21426611937609372,0.21504464596106895,0.5937386951220722,0.18384996950416824,-0.34683305231269906,0.8623396918938436
152,-2.554066502545768,1.3978782712870466,-0.37523994162725033,1.1028691578947696,-0.09990240955219234,-0.3177931638640427
344,0.29854231958370947,0.6072296361540535,0.05856744245903566,0.4638596434438903,-0.29019198924544837,0.10260254976641481
322,0.061413279084559194,-0.6379635399402618,-0.02870730501073369,0.6282978146438719,0.9831631185384121,-0.5694397694332342
142,-0.3137528841727535,-2.289194873038868,1.057002797352288,-2.3390578988262485,-0.13358168425818812,-0.7307456534589657
59,0.3265358230402539,-0.02119485909627124,0.22632298581476504,-0.15959789649288234,-0.081728151674258,0.6959866356469219
296,-9.293133070494049,2.438277415520964,-2.0630976855705705,-0.5750708936189738,-1.6936460176718238,1.353402519014907
138,3.5277548087647874,0.5243693254425132,0.3857907108483126,0.533658482308753,-0.7111607361583234,0.11888797568138806
301,0.43006230732475936,1.188998764810678,-0.22899017537914207,-0.6835697282635285,0.18756898835085664,0.09542018233777372
225,-7.218044524753989,-1.7741673801361664,0.17187104754574312,-3.920428261667912,-1.2984950965001312,0.664028682381306
288,-6.623271916572076,-0.4936240820734847,1.2465667345334672,-0.7397364652246659,-0.12533409479507632,-0.36231776068219534
149,-2.78652008540302,1.3985138458066502,0.05089365790184613,0.8706690955122038,-0.5167344951554634,0.060303094766107256
158,0.23353564003615696,0.6982504652167643,0.37357172849774384,0.5598102574045609,-1.2219439603166198,0.2169956021346907
237,0.551453953801987,0.6552403637944814,-0.4900894245087262,-0.3916367032639287,-0.22303863348807232,-0.33346166659461474
60,0.4422233025933603,-0.2983735309762231,0.107970336311618,0.3022675677028767,0.23467105061778443,0.33736381816085875
283,0.9626401698537799,1.5227673995727573,-1.0406542802844847,-1.6786933245235955,2.4110289876276183,-0.8751173000598788
39,-0.9937239798398029,-3.112475310565117,-2.5276034539908343,2.801583017687944,-1.7023686853407658,-0.03504091341651277
254,0.6056079805271654,0.6977358485508018,-0.4798998156079702,0.7762729498371556,-0.6021365121019517,-0.31809625714927503
286,3.5163912444183754,0.35994991071838384,0.3267148103915427,0.15263278945466727,-0.2629532313435147,0.02562840918800272
345,0.37083618681704833,0.4699800906193619,0.3299045143110289,-0.10938975282615417,0.8626241725269567,-0.4010938178201059
118,-0.18713064076700064,-1.0685734435648802,0.5494774151462923,0.6948962098245591,-0.8114394505084292,1.3806160417135527
262,0.9159433136162861,0.8020547788435668,4.59461341151142,5.479377269921106,1.5304759911698822,-3.134907653145132
193,0.521376787121116,-0.1269255298954571,0.3536639854652876,0.21898917077891245,0.32331829265321776,0.6829391381336203
224,-0.7194050061789605,-2.484002772002134,2.1175164354839255,-2.0537117099052598,-1.1678239725282895,-0.2524144653481547
291,0.08853822385732472,0.10268080875337973,0.5802558507170463,-0.13039847971243845,-0.8257539468223106,0.06456775997045205
140,0.37099517197230786,0.7935913991331528,0.3002228872837098,0.5012267938458127,-0.07295130120915704,-0.07795909300479209
51,0.08154894128079153,-0.38096074986235046,0.915021919920484,-0.36992883838215257,0.10928711674757026,0.6338569923165778
109,0.5749404806886625,0.2976318648471963,-0.21331288848679375,0.8560463755891975,-0.22144911844248488,0.5658465177381247
106,3.4417545940813685,-0.35676983758809444,-0.48727743895392095,-0.1902748159952067,-0.7967991873830623,0.18220962324349216
99,0.2440050574654565,-0.3229337391406315,-0.8280705209134048,-1.1609433031264735,0.2528763914865206,-0.028994850030895525
165,3.797184643592991,0.1711037586710311,-0.47542649848735263,-0.5119102140786508,0.48759284552765464,0.644425197910368
147,0.5773315283063245,-0.030230597407185283,-0.13479245808146287,-0.830626784965354,2.734743697383058,-1.1124903276344362
308,0.3556448743678954,0.7941360733331965,0.15697400905982342,0.3306893823074645,-0.14786399566660743,0.017109478761491936
72,3.7937657400918394,0.17024413173550865,-0.1316292676067424,0.3680675680871468,-0.3609057551739912,0.8445622394331395
182,3.3413820919485215,-0.2279543593904302,0.543097727219966,-0.06034426802136216,-0.4581375109657494,0.23460506507787005
10,0.6054354104773539,0.7063680383785027,0.15604558164807306,0.2027373401414674,1.0236212741407698,-0.5131312467036625
174,0.6112632361903015,0.13941633825141228,0.07211687031616566,-0.2981662530750636,2.3256966566747455,-1.1558463529695944
116,0.5082306516604912,0.11097310893183032,-0.11013343701603782,-0.15135710445933076,0.2744481802852836,-0.010393920245442194
133,-0.21456495435113682,0.33813265770675643,-0.20520541858097138,1.8397926099768014,2.6765622020588,3.299324063679972
238,-3.434058520912257,-0.5986731056082248,0.568540096085153,-0.8860384589544584,-0.588189782867582,0.16706411020266282
61,0.3572033228787567,0.3789091246073342,-0.0402639413064113,-0.23937132224492416,-0.4624155453337247,-0.187956139240478
38,0.21424361597531053,0.43128284008770623,0.4445424209169618,0.322487022063429,-0.837880986223909,0.7416905653161106
146,-2.457238207290778,1.5199231591084967,-0.753691594647854,0.3002478276978,0.033963326858275154,-0.39689460746981314
14,3.7794903649173213,0.04093067421503668,-0.8334222528250157,0.12130563283153886,0.22441006851817855,-0.7674130813572286
203,0.18026690128976702,0.6941122926823834,-0.060759455890887916,0.06730059529165967,-1.4109298133380164,0.5437483374958021
37,-0.24108802449164435,-0.21413054166146486,0.01991749820700565,0.5153209384488308,6.5282184087225055,3.1183443537327835
222,0.0661642288443516,-0.13289482538608774,0.8772689026502152,0.29629315658601957,-0.9082565968691426,1.0607838157044938
111,3.6257492076098132,-0.6062339660785646,-0.41846599437219145,-0.09117046675375458,0.14929597740912545,-0.4917814235694222
128,0.3516466689161025,0.25816756659679246,2.9886133540455555,3.047440762370559,-0.04539326253493179,-1.401297250503221
104,3.75207593995078,0.5300506202574651,-0.17900721718769833,0.576218560650827,-0.4049935753634573,-0.2056867312447371
9,0.2737105923159903,-0.5784238411507492,-0.5094419623271552,0.38302620929659764,-0.10563886309661678,0.35242732538842453
75,3.542590998382936,-0.657726026575589,-0.03949954931752703,0.3432696322914325,-0.4459696168371702,0.04329644823941586
