Id,Componenta1,Componenta2,Componenta3,Componenta4,Componenta5,Componenta6
88,3.4614815971103488,0.6531547989449213,0.15276379567352547,-0.6134028735170856,-0.9658479816251082,0.34537225619974243
112,-0.15299362146449258,-0.8541195058182927,0.36651712040425605,0.30309152793303645,-0.7618478605455402,0.8760291113727113
328,3.9814700617789573,1.7599868089331827,-1.4496027427648561,-1.7275243184370273,-0.5450327309776907,0.29355612023939937
46,0.8368219762825932,1.0224307108204547,-0.7117909852699664,-0.3365204940699748,1.4803220247526852,-0.8181369587384295
185,0.3675662177055906,0.04296107036069939,-0.07808855356069376,0.4993284288106984,-0.01864820874486138,0.13866811329093237
43,0.07491361759319219,-0.3709102444905168,0.016181020626932524,1.0004515701116399,-0.22923188526964083,1.3676655978553607
96,-9.192073794126797,0.9244352795816978,-0.30225402816726266,-0.5648962751219496,0.6220141371993338,-0.6811772704730344
259,3.7641445792725707,-0.21977099405198833,-0.1186417848683408,-0.047195410460584696,0.6570471550333351,0.140629670508719
231,0.5595864054732473,0.6489234944599258,-0.3514250960018117,-0.20199671922343698,-0.11237370867966733,-0.3869832182986395
127,0.07103247247013765,0.09124535332436468,0.5424369756383247,-0.1263008170158211,-0.7692320250118918,0.16667551444822748
342,0.07825031840328996,0.09701754845887658,0.5470215253552968,-0.1454033895179646,-0.8049842553628463,0.12512849438596824
41,-4.0453162343337725,-1.8791334413626892,0.3594894350342814,-3.455809656889381,-2.3624382279268716,0.9256147460309864
300,0.37083618681704833,0.4699800906193619,0.3299045143110289,-0.10938975282615417,0.8626241725269567,-0.4010938178201059
115,0.38583136159045645,-0.3885039528849494,-0.12506737288212963,0.31083794382849217,0.19223981811199617,-0.15355062044676418
233,3.846694463900695,0.16877482809093755,-0.36594164080039204,-0.8718145369910858,1.1031450638592042,0.16541882238097588
134,-5.876660458466774,0.9266813470606127,-0.26476470939314584,-0.2993887258294633,0.5906115875036773,-0.7405987990275852
227,3.868881875398741,0.6931658946329884,-0.39753245947993954,-0.0726690735473968,-0.37715909533152686,0.7989728115962407
329,0.7257248822294086,0.7997204563217721,-0.7778623122632505,0.4257270553149066,0.39124360552263565,-0.5024882575249626
117,0.26498099442374823,0.5565162854247727,-0.38719132067121265,-1.0002077673869032,-0.47106886744334525,0.9414584557169611
40,-1.4849822267084414,-5.221755641639437,-4.670971112790778,3.8231112083608396,-1.1046414906672188,-2.92276898694007
170,0.10081846194085471,0.10224506939334474,0.6948549532961554,0.006031449518240129,-0.7658237912563503,-0.01148709744257531
258,-2.4104610116540117,1.2330351402165147,-0.7184049084367512,0.8766435066290611,0.6261931523314639,-0.6631169027775278
184,3.382918445740225,0.09964488787782219,0.4842366293726933,0.0007279716976779961,-0.8888256911787181,0.1322549660678162
278,-0.19531648945857466,-1.0886763738534069,1.0509236464452059,-1.442600989331098,-0.0034088420507126516,-0.2783153530645389
28,2.99214374254273,-1.3589877959441334,1.4229892264575816,-1.0690944777914613,-0.4917928880849781,-0.2716054279109269
216,0.4118351961682312,0.6551194059408401,-0.06275147993210871,-0.37589933331395764,-0.42601399609946927,-0.176466065940799
71,3.9696570717679163,0.7636745165150904,-0.7810668424671348,-0.6665564526750735,0.352425243630498,-0.49258975425426355
324,-0.4372072998816102,-2.0311656230942754,0.2225712616277129,-0.9422827166032187,0.11974688634500547,-0.4368994875062917
29,0.7959516261201315,1.5713918928572315,-1.0917188548235044,-0.03158362902444641,0.7530927844945167,0.08054816346946467
339,0.5702917623115261,0.514053791977851,-0.9720469858811506,-0.6738039686705466,0.26565119753033684,-0.7414994473362709
161,0.5121723781169251,0.37848540826093185,-0.32435300765914227,-0.08457128065654697,-0.18452748826487728,-0.440020311660578
