Code,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22
1017,-1.0189186987498233,0.9968976599543938,0.021952778907727153,-0.6805523437116839,0.021003624329615018,-0.06917170233150177,-0.5723588118098253,-0.10328211917677584,0.04905364811169266,0.20087897368826624,0.4698976336514219,0.08454376567807859,0.6105339208980095,1.7662986512751313,-2.9010485926485936,2.9690667489498805,3.4412582018846165,5.6892796073779115,-0.2874233468902099,-1.09515159576445,-0.32445094446497097,-1.3003647910231582
1071,0.10436022676073314,-0.06830645666793562,0.06612741490783115,0.10516461979128243,0.048014554461447985,0.07175604577795817,-0.014614262652913655,-0.01353142138531375,-0.04511781302951205,-0.0555790833463854,0.09108540941436645,0.08413565007597595,-0.06197876210125438,-0.36418619366485466,-0.05360749217890678,0.05129608132817232,0.12008392801207347,-0.03680663262685495,-0.01544836680671334,-0.0431393226259825,-0.020111751134804547,-0.02783895475282099
1151,0.09329781004944288,-0.05770288788306307,0.0656364907967579,0.0951618005014353,0.04854386609072604,0.06988883543879203,-0.01949259840457412,-0.01219863745062429,-0.04674923748564727,-0.051859854912904645,0.0853669845147586,0.09615340374535389,-0.05293624340587413,-0.33088845439816306,-0.08986574998747508,0.04678768432328104,0.1273278798020903,-0.09824602598513517,-0.008696341550448364,-0.2655612522399186,-0.03709146678259895,-0.04945875397920239
1213,-0.18903240737005497,0.2558720107588853,0.13729353934751296,-1.0753193640759546,0.04223898004055882,-0.18011600139168313,-0.3639112513529618,0.045084319142840994,-0.14389335230355915,0.3812147539904574,-0.7462794565471137,-0.3330127617246618,0.2749793855612178,1.3943598092160836,0.5656912040062005,-0.10218292509191378,0.01009840709190365,0.2315206936447576,0.055707069864294266,-1.001613378642288,-0.16847882316672994,0.515259413944824
1348,-0.2748696572441125,0.2129228308645029,0.2690182766357781,-0.591082201644308,0.10836739326961861,-0.04214832545505053,-0.2073840913067285,0.08297352705520131,-0.1757702251797852,0.10394641011602812,-0.4662264337521889,-0.044243866327220126,0.7238915921056873,3.537741225987133,0.3657956090343107,-0.7385577782872408,-0.77874961977998,-0.30361196696617987,0.28919039220189535,-0.22871039882156774,0.08397348105645078,-0.09750102782826162
1455,0.05734628248021104,-0.056695978724354765,0.11267517471881092,0.07444159108428079,0.05869624339217161,0.07149856956034974,-0.01817900600031961,-0.00021641030664019717,-0.06065405708271058,-0.05991070448362684,0.05920114196159715,0.06642421239783482,0.04081902167002223,0.10107506973552481,0.00914835595964442,0.04152302127408704,0.112044041197353,-0.0938045068708803,0.02953399028469011,-0.3543031002523484,-0.000399831298633236,-0.05535005342929051
1696,-0.10059682209240074,0.12066832057216346,0.09100931392428926,-0.026767270902882983,0.09437617922757088,0.0636081044690396,0.11850180640008687,0.05123357748721749,-0.14897895605157255,0.07748206252481625,-0.10910654924616509,0.07197413278996247,0.285514459842391,1.236647036433142,-0.31120976651627935,-0.26910550726878807,-0.152272053271082,-0.558387920164041,0.14261536362329766,-1.5220125774742663,-0.06766494473964656,-0.20014078669288854
1794,-0.08388340722858774,0.060798790798414985,0.19180088500304662,-0.3779608015940211,0.0724145356190144,-0.016385781509709228,-0.142824765752659,0.03704893959526583,-0.1161507373905761,0.08147585410230765,-0.2851223449160061,-0.12091964541145572,0.3120399700280424,1.5225825897466816,0.41821113509691343,-0.23844932903139202,-0.22665080280472114,-0.10526373502030799,0.12660764970182173,-0.2934895500677312,0.021412389829564546,-0.0347802890282417
1874,-0.45255922070703547,0.779629132009683,-0.24773691603179887,-0.32389154038358875,0.08351172548684828,-0.0022944388212030892,-0.27492218081890046,0.03713088474160795,-0.12749791591903972,0.05307524448874892,-0.1263293782393126,1.3489146184739487,0.5767010797469606,2.2646568802961586,-3.022533371611969,-1.1756203438153636,-0.9450703788257317,0.7683887229982604,0.08995581847339142,-0.3063091425729131,-0.627162115168188,0.9942909646074006
1936,0.0305587073106152,-0.038152406465511365,0.12885984144814466,0.03974569391468117,0.06463663398214273,0.06741493532607469,-0.026931258888983445,0.007254168242113775,-0.07041268179544391,-0.0569284109777729,0.02821883861491461,0.06595735075496795,0.10751637688148025,0.43334260269705166,0.03519162970191919,-0.03501467732731361,0.019517638027150012,-0.08835958319158427,0.053983107835556286,-0.22385934257557843,0.02131115232314148,-0.05248704516050759
