CountryID,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13
1,-0.6630325250461052,1.4496666429395535,-0.8437815315836567,0.7591043701815622,-0.9541077050059292,1.3821354202095708,1.0702571000517844,-0.2703103247307526,0.5853774894042751,0.4148038559862159,-0.6292428040414981,0.7222791767964069,-0.33029383598774703
2,-1.0861426063640045,-0.7372564721431969,-0.5103728451925228,-0.835246798492494,-1.537229103862107,-0.646446846907603,-0.07106389747903531,-0.4408510522285045,0.10283785319368124,0.17056028433682022,-1.0883806007524301,-0.35834057626332527,-1.1761497643874408
3,0.1509583771771378,0.904689832911643,-1.1789310492817926,1.5638976556726567,0.9766837477724856,0.008773495092867171,-0.3374031116732268,-0.23782116732976435,0.3349824213515655,0.6037476738207485,1.271456182335463,0.28400040413785355,-1.776154224233672
4,1.362462422779045,1.493591995374836,0.7328908300164807,2.7051821559632696,1.0700984284140964,-0.02373275981837272,-1.7300281628753151,2.728411138856952,-0.5952668832939815,3.0325103755728695,0.25417735349033976,0.17444285896693923,-0.890149357851578
5,1.1862806779022834,0.594910585001494,0.29715418916321845,-1.4897047948840645,0.2831230879160531,0.8598603332273387,0.7176213776083493,1.3986732566951727,-0.41483333078920487,0.5558884137868862,0.027570486126232866,0.38076605451735734,-0.1074475763454563
6,0.7861815640340578,-2.505544043673225,0.7819691410717676,0.7069033368888314,0.7116663357461044,0.45500926884434506,0.6927608313250607,0.15106999231675594,0.22476361709618853,0.9623042173896772,-0.9129056266174742,0.14933124094338232,1.2255480524843434
7,-0.4904408466285813,-0.26343091851417677,-0.03286900466535735,0.976602066753375,-1.621523723710295,-1.6772163950498942,0.9967785341185822,-0.3390565347317821,-0.0789420719965948,-0.9709779662236775,0.03154974082252921,-0.722100714290182,0.013593500200010378
8,-1.7624559911505944,0.775818623857712,0.6989631021121816,-0.39405779957950116,-1.923557893828784,-0.043273218358227006,0.38977720518062287,0.3034097821308706,0.26039157078907427,0.42163649658031604,0.7686810452140085,0.14018591782222953,0.01341205232009882
9,0.8816943244525354,0.7260335766551462,0.18625780186379165,-0.47095143444370136,-1.6950489049482198,-0.039012115597383025,-1.2948148743642607,-1.0834352823487896,0.313389192401142,-1.6433424990681853,0.7224483941739208,-1.761262921355653,0.502802402242571
10,0.8615705258171049,0.7213657124009428,0.648132095687334,-0.10875337150636132,-0.3960519740197101,0.012590591321599632,1.4569683092855903,1.5691049279551486,-0.3171175685668564,1.314150145691991,-2.6874194265536397,0.24677418377588065,-1.6498388893466926
11,0.9954016207280706,-0.23205838770080345,1.2196850692899184,-0.10190636820192221,2.3412687586364203,-0.16181986957389274,-1.0679148804489667,-1.4720956007020016,-1.182574078302594,0.8357800695549946,-0.3673644891034293,-0.7412297117236517,0.05624794542071699
12,0.423472382321038,0.43368745466041786,-0.5410057127731568,-0.37699069296566495,0.05776843564291459,-0.35588794262145473,-1.0483443297143606,0.03849036747225815,1.208301631207309,1.7409027537570199,0.8576981265553862,-1.377468458906781,2.474540788446209
13,0.08872324912780598,0.7600447102165356,-1.756432318596163,-0.25577890707739465,0.270392472349352,1.3192385945178355,0.0409313187025307,-0.831696959026996,0.5839164044376199,-1.1554003273017228,0.7728835227051345,0.816624356601539,-1.3027381347999587
14,1.34040129398987,0.11173825753456879,0.2936183270130449,0.8444568558681016,-1.1435041953788256,0.5690500712963659,0.48569096986423965,-0.25806816659199994,-2.0668145483698104,1.5113236758432274,1.6417637161888752,-3.570163355897148,-0.31777448933467123
15,-1.1825586494647107,-1.9255710144295526,0.951970826545295,0.22054044715983417,0.10332180898959291,0.7378123525893246,-0.4197383481871528,-0.08977724078912687,0.1244097983160531,-0.5068643648857044,-0.9676132090023414,0.9610477376132448,1.6746993419507465
16,0.9833341844412479,-0.7926517769250704,1.6703534789256977,-0.5417954726450259,-0.28672003947101304,0.09352318349393594,-1.0602165999317577,0.25398427965040954,0.5045807313246896,1.0892189498887719,-0.727007771575685,-0.7519397303216879,0.19257352645512948
17,-0.014797698859796721,1.4718775124426675,-1.2755148893948582,1.032406055797908,-1.8497265054946401,1.5877846922484251,-1.030706647640624,-0.6305077216770354,0.6877260589194688,-1.3956513294694468,-1.4453127890477033,0.3578448826189034,0.09926948840856017
18,1.3865100172203308,0.9620546641957284,-1.7990161292355973,0.6070372078378039,0.8319042554061994,0.5115062527419331,-0.12129524356978413,-2.41281192978244,-1.1748693794423597,0.36325179525058454,2.071748448518853,1.4038854691577929,0.5936979647061416
19,-0.541699524107623,0.6156067277950927,-1.2429082668928686,-0.34990989831945585,0.09319023222360294,-1.3994718058195366,-0.9432473551969132,-0.06718247596205017,0.11018036133809095,-0.0917862599402939,0.36152839028711403,-0.8411909668799473,-1.2854092268585207
20,1.122939234457582,0.4634279842063601,0.80455542131853,0.9913843408775364,0.10509848900033979,-1.4048353740064234,-1.1753987810332343,0.03305150704661886,0.6575960952380274,-1.1177036933138251,1.9782583649822583,-0.1485947631472176,-2.527196728984122
21,-1.5418476339071114,0.2210569692663783,-0.5209895639136239,-0.6419313508342124,0.7287030318511871,0.3262586030854165,-0.1255130173577204,0.14246294704388593,-0.15724500317790252,0.4399316027140947,-0.04145115906421582,0.30390090584772256,-1.2785070127812823
22,1.4871284116386763,1.1312306351496855,0.25668410974428,-0.48298728898647025,0.01270286034909013,1.8246301545313832,-0.6499485436753792,0.936707179860833,-2.7348423232929835,-1.6033463550222513,0.5911422432621031,0.4474390692366232,0.09586441053421563
23,-1.0750623378037143,-1.3106439624159099,-0.8772374452138467,-1.5698746821162064,-0.8131546577157278,0.6916995574271275,-0.2723083445367424,0.6563415643717887,-0.25289250640739563,0.03986734824774518,-0.7261565773491857,0.3076415733878582,-1.095097089890475
24,1.4707167285567495,0.08795040100411133,1.1833434668370193,-0.3462147065604267,-0.6010939717564296,-1.1685666595894864,2.6480614224354406,-2.017273610981728,-0.34560367722706614,1.5330845812166924,-0.05444161269931344,-0.2154831137570448,-0.5027067622573139
25,0.7345088258523722,-0.4311513956820406,0.19494995252236755,-0.7336149475484567,1.4835582023231912,-2.42130971950854,1.975053218005004,1.1104507405415605,0.23777668616699807,-1.6290205828609654,0.33853154245649403,0.6760149772105275,0.12011689167798834
26,0.878653793664297,0.9525506494265671,1.0589934426158567,-0.7363772979567854,-0.5966299510824227,1.298985995089311,2.2291958346164513,0.7020234458439413,-0.7921456155147624,-0.18401474229660825,-0.5589570430361589,-0.2652958794366742,-0.009716883918627215
27,0.8381013078741751,1.0793254320131789,0.4867528703943432,1.3146960554088194,-0.481451898291098,-1.9348865846281824,-0.5289674200405032,0.9716724032486104,-0.1041429727251371,-1.0917234208555617,-1.6341981642473338,0.45389148758421377,1.263655249636924
28,0.689823931926208,1.2196765187916396,-1.2218571896565193,-0.835165824139092,0.16934586693860368,0.4440959055571286,0.5383974181701303,-0.20025844158443487,-1.2242581035115414,0.4034940329662895,-0.16877428293786373,0.9939579230949884,0.8930077990643916
29,-0.37920097800998553,-1.0836135248865162,-0.7211458719649876,0.0631510242062526,-0.4835362767484415,0.45610982378175585,-0.6928870849921082,-0.6830749766125579,-0.8879924344535253,0.29218214543582277,-1.7609513984604641,-1.4166727023635832,-1.1616334548374732
30,-0.7298695185456793,-0.31303098303664917,1.0957939990150802,1.1463576155547723,1.5964429083529783,1.5088544799912886,0.6267455910880135,-0.34771882938885035,0.7620275583069238,-0.004837654725568704,0.5678797926049146,0.018769203135276954,1.4681936840975716
31,0.05528191980088142,-1.861430811423608,0.17536702249648817,-0.6224396518685879,-0.3179783899926213,1.4315135616463486,0.7518525148023179,-0.15792075062092625,-0.7390390472501182,0.38218048605379273,-0.07553279070625367,0.627027568674779,1.3015970182207277
32,-0.327301596640009,-0.4249530023508281,-0.8486886325106993,0.9397381932719735,-0.6229352701525822,-1.2368974565408966,0.3545791269958209,-1.1257398545627042,-1.3378434757530209,-0.7616512807351522,0.7874715999339033,0.5496952891273736,1.0491024568763139
33,0.6108521925537186,-0.25082487734142717,1.310693267732051,1.4816085498110412,-1.0395650733600919,-0.04758569635635505,0.10601212849787271,-0.10770190040120654,0.5323497181334962,-2.051238407753566,-0.4185577420402735,-0.6441137545535994,0.41987868744000556
34,-0.30502360333602807,0.41003553989822616,0.46356561535724833,-1.0745809259582726,-0.3361663461327933,-1.9334288151799532,0.12303407786561722,0.5530499344805732,0.2519197818576004,-1.4248069506963732,-0.42754353109977944,1.1445471866600452,0.2511432665937333
35,-0.11019187208173896,0.695512165666311,1.9720320770256454,0.5949619026964966,-0.23460022679234555,-0.506916879675891,0.10801145913196122,0.18653439209033224,-1.0730707662589745,-1.6634874456403308,-0.46815970090094533,0.47190792585122304,0.2933888759017828
36,-1.6428194820459658,-0.7022251066371188,-0.07167460817139484,-0.16986396597875247,2.309165985551497,0.7163317816964767,-0.6995313443430116,-0.09831778045063087,0.38943794154467903,-0.11156606471316993,-0.6682486846983198,0.03548146028838491,0.37963962006823604
37,-0.7683335336445066,0.4356381566870503,0.027785440329958323,2.669613860483621,-0.04421270556168485,0.7694429991180398,0.20942672241097124,-0.6598884685344674,0.6927349137140232,-0.345898998226115,0.2832966512816303,-0.44827564645166695,-0.08098224203495974
38,-1.4331165494330205,-0.4420917150261718,-0.43457278134598654,-0.6906839549219239,-0.6734766993374655,0.011465098598725928,0.12192427408189957,-0.0035838788803679703,0.0018620230432123987,0.4621988985987477,-0.4318601800847514,-0.045473049972539745,-1.2526233314602127
